id_piloto,id_corrida,tipo_stat,valor
72,263,5,9,00
72,263,6,16,62
96,263,1,94,69
96,263,2,2,00
96,263,3,80,16
96,263,4,76,72
96,263,5,15,00
96,263,6,7,26
155,263,1,85,47
155,263,2,2,00
155,263,3,81,49
155,263,4,78,17
155,263,5,5,00
155,263,6,7,61
63,263,1,95,11
63,263,2,2,00
63,263,3,83,37
63,263,4,76,07
63,263,5,16,00
63,263,6,9,17
56,263,1,99,54
56,263,2,3,00
56,263,3,83,35
56,263,4,77,08
56,263,5,19,00
56,263,6,16,52
161,263,1,91,11
161,263,2,3,00
161,263,3,82,35
161,263,4,78,73
161,263,5,13,00
161,263,6,6,58
175,263,1,80,52
175,263,2,1,00
175,263,3,84,08
175,263,4,79,30
175,263,5,1,00
175,263,6,16,47
17,263,1,98,18
17,263,2,3,00
17,263,3,80,29
17,263,4,75,45
17,263,5,17,00
17,263,6,11,51
164,263,1,84,61
164,263,2,1,00
164,263,3,80,02
164,263,4,79,00
164,263,5,4,00
164,263,6,11,59
33,263,1,82,06
33,263,2,3,00
33,263,3,82,33
33,263,4,77,63
33,263,5,2,00
33,263,6,12,65
173,263,1,92,84
173,263,2,1,00
173,263,3,81,54
173,263,4,76,55
173,263,5,14,00
173,263,6,16,35
136,263,1,99,94
136,263,2,3,00
136,263,3,81,63
136,263,4,76,87
136,263,5,20,00
136,263,6,5,50
40,263,1,86,70
40,263,2,1,00
40,263,3,83,86
40,263,4,75,67
40,263,5,8,00
40,263,6,11,31
51,263,1,85,95
51,263,2,2,00
51,263,3,84,13
51,263,4,77,69
51,263,5,7,00
51,263,6,15,94
8,263,1,90,68
8,263,2,2,00
8,263,3,80,64
8,263,4,78,61
8,263,5,12,00
8,263,6,19,01
23,263,1,85,91
23,263,2,1,00
23,263,3,81,76
23,263,4,76,08
23,263,5,6,00
23,263,6,8,24
163,263,1,98,80
163,263,2,3,00
163,263,3,81,73
163,263,4,79,46
163,263,5,18,00
163,263,6,16,25
98,263,1,87,34
98,263,2,2,00
98,263,3,81,66
98,263,4,78,92
146,93,3,84,50
98,263,5,10,00
98,263,6,15,82
109,264,1,82,96
109,264,2,2,00
109,264,3,81,67
109,264,4,77,75
109,264,5,3,00
109,264,6,15,21
183,264,1,80,91
183,264,2,3,00
183,264,3,83,53
183,264,4,76,72
183,264,5,1,00
183,264,6,19,69
54,264,1,86,61
54,264,2,2,00
54,264,3,80,70
54,264,4,79,84
54,264,5,6,00
54,264,6,19,79
24,264,1,82,43
24,264,2,2,00
24,264,3,81,46
24,264,4,76,46
24,264,5,2,00
24,264,6,8,00
198,264,1,93,98
198,264,2,3,00
198,264,3,84,76
198,264,4,76,29
198,264,5,16,00
198,264,6,19,46
196,264,1,99,09
196,264,2,2,00
196,264,3,82,57
66,270,4,79,89
66,270,5,12,00
66,270,6,19,40
39,270,1,88,24
39,270,2,3,00
39,270,3,83,07
39,270,4,76,42
39,270,5,6,00
39,270,6,10,86
144,270,1,91,15
144,270,2,3,00
144,270,3,83,04
144,270,4,75,78
144,270,5,13,00
144,270,6,11,86
5,270,1,94,75
5,270,2,2,00
5,270,3,81,30
5,270,4,79,97
5,270,5,15,00
5,270,6,13,02
157,271,1,91,33
157,271,2,2,00
157,271,3,82,11
157,271,4,76,07
157,271,5,12,00
157,271,6,15,13
154,271,1,99,30
154,271,2,3,00
154,271,3,80,28
154,271,4,77,60
154,271,5,20,00
154,271,6,14,65
191,271,1,94,18
191,271,2,2,00
191,271,3,83,87
191,271,4,78,80
191,271,5,15,00
191,271,6,13,79
135,271,1,91,25
135,271,2,3,00
135,271,3,81,98
135,271,4,78,54
135,271,5,11,00
135,271,6,17,11
34,271,1,98,51
34,271,2,1,00
34,271,3,82,14
34,271,4,78,64
34,271,5,19,00
34,271,6,7,85
197,271,1,92,32
197,271,2,3,00
197,271,3,84,33
197,271,4,78,30
197,271,5,14,00
197,271,6,11,88
65,271,1,84,73
65,271,2,1,00
65,271,3,80,95
65,271,4,79,00
65,271,5,3,00
65,271,6,19,57
22,271,1,91,86
22,271,2,1,00
22,271,3,84,03
22,271,4,78,33
22,271,5,13,00
22,271,6,9,78
60,271,1,82,28
60,271,2,2,00
60,271,3,84,74
60,271,4,79,50
60,271,5,1,00
60,271,6,18,80
15,271,1,85,49
15,271,2,1,00
15,271,3,80,59
15,271,4,76,11
15,271,5,4,00
15,271,6,15,83
130,271,1,95,82
130,271,2,2,00
130,271,3,84,96
130,271,4,77,57
130,271,5,17,00
130,271,6,8,07
106,271,1,89,13
106,271,2,3,00
166,92,2,2,00
106,271,3,80,87
106,271,4,75,15
106,271,5,8,00
106,271,6,12,86
123,271,1,87,88
123,271,2,3,00
123,271,3,80,72
123,271,4,76,33
123,271,5,7,00
123,271,6,15,32
173,271,1,98,29
173,271,2,1,00
173,271,3,83,30
173,271,4,78,64
173,271,5,18,00
82,92,6,7,70
173,271,6,17,14
63,271,1,83,93
63,271,2,1,00
63,271,3,80,79
63,271,4,76,50
63,271,5,2,00
63,271,6,17,96
184,92,2,2,00
159,271,1,86,59
159,271,2,3,00
159,271,3,81,28
159,271,4,76,32
159,271,5,5,00
159,271,6,6,26
121,271,1,90,58
121,271,2,1,00
121,271,3,82,90
121,271,4,75,54
121,271,5,10,00
121,271,6,15,54
35,271,1,87,41
129,92,4,79,30
35,271,2,2,00
35,271,3,81,70
35,271,4,78,84
35,271,5,6,00
35,271,6,14,92
162,271,1,95,76
162,271,2,2,00
162,271,3,82,02
162,271,4,78,06
162,271,5,16,00
162,271,6,16,63
49,271,1,89,18
49,271,2,3,00
49,271,3,83,08
49,271,4,79,84
49,271,5,9,00
49,271,6,15,37
163,272,1,94,68
163,272,2,2,00
163,272,3,82,66
163,272,4,75,65
163,272,5,13,00
163,272,6,14,65
164,98,4,79,60
164,98,5,8,00
164,98,6,8,30
90,98,1,80,20
48,272,1,92,74
48,272,2,3,00
48,272,3,82,44
90,98,5,1,00
48,272,4,76,60
48,272,5,9,00
48,272,6,11,35
85,98,3,80,80
17,272,1,85,21
17,272,2,1,00
17,272,3,80,26
17,272,4,78,28
172,98,2,1,00
172,98,3,84,30
17,272,5,3,00
17,272,6,7,67
76,272,1,95,83
76,272,2,1,00
76,272,3,80,91
76,272,4,79,00
76,272,5,16,00
154,98,5,15,00
76,272,6,18,40
146,98,1,91,60
101,272,1,93,65
146,98,3,82,40
101,272,2,1,00
101,272,3,81,43
101,272,4,75,58
182,98,1,81,80
101,272,5,10,00
182,98,3,83,30
101,272,6,8,76
182,98,5,4,00
56,272,1,80,70
56,272,2,1,00
56,272,3,84,03
54,98,3,81,70
56,272,4,75,55
56,272,5,1,00
56,272,6,12,19
10,272,1,97,55
10,272,2,3,00
38,98,3,82,90
10,272,3,82,72
10,272,4,76,25
10,272,5,19,00
10,272,6,7,09
70,272,1,94,68
70,272,2,2,00
76,98,4,76,90
70,272,3,82,91
70,272,4,76,10
70,272,5,12,00
70,272,6,12,47
29,272,1,86,90
29,272,2,3,00
29,272,3,82,31
29,272,4,75,86
29,272,5,6,00
29,272,6,10,00
88,98,3,81,90
88,98,4,76,60
160,272,1,87,19
160,272,2,2,00
160,272,3,83,24
160,272,4,78,87
160,272,5,7,00
160,272,6,7,69
121,272,1,95,83
139,98,6,15,90
121,272,2,1,00
121,272,3,83,49
121,272,4,78,65
121,272,5,15,00
121,272,6,14,35
168,272,1,97,44
168,272,2,2,00
52,98,2,1,00
52,98,3,83,70
168,272,3,81,32
168,272,4,78,34
168,272,5,18,00
168,272,6,8,93
70,272,1,95,08
70,272,2,3,00
70,272,3,82,89
70,272,4,76,24
70,272,5,14,00
70,272,6,8,61
177,272,1,97,13
177,272,2,1,00
177,272,3,83,53
177,272,4,78,82
177,272,5,17,00
99,98,1,84,10
177,272,6,18,10
99,98,3,80,60
114,272,1,98,47
99,98,5,7,00
114,272,2,2,00
114,272,3,83,90
167,274,2,3,00
80,98,3,83,00
167,274,3,80,52
167,274,4,78,63
167,274,5,20,00
167,274,6,5,03
155,274,1,90,39
155,274,2,1,00
155,274,3,83,42
155,274,4,76,80
155,274,5,12,00
155,274,6,5,16
156,274,1,81,54
156,274,2,3,00
156,274,3,84,12
156,274,4,77,42
156,274,5,4,00
156,274,6,19,07
144,275,1,86,93
144,275,2,3,00
144,275,3,83,59
144,275,4,77,75
144,275,5,12,00
144,275,6,6,33
123,275,1,94,20
123,275,2,3,00
126,95,4,79,60
123,275,3,81,65
123,275,4,77,66
123,275,5,17,00
123,275,6,7,96
187,275,1,81,88
187,275,2,2,00
187,275,3,84,01
187,275,4,75,22
187,275,5,1,00
187,275,6,11,48
74,275,1,86,23
74,275,2,3,00
74,275,3,81,46
74,275,4,79,81
74,275,5,10,00
74,275,6,14,84
12,275,1,98,32
12,275,2,2,00
12,275,3,84,66
12,275,4,77,48
12,275,5,20,00
114,95,2,1,00
114,95,3,81,70
12,275,6,8,23
188,275,1,83,28
188,275,2,3,00
188,275,3,81,79
188,275,4,76,35
188,275,5,4,00
188,275,6,9,25
109,275,1,92,33
109,275,2,3,00
109,275,3,82,69
109,275,4,76,60
109,275,5,15,00
109,275,6,15,74
178,275,1,95,23
178,275,2,3,00
178,275,3,81,89
178,275,4,76,92
178,275,5,19,00
178,275,6,8,24
147,275,1,83,77
147,275,2,1,00
147,275,3,81,37
147,275,4,77,52
176,95,3,84,60
147,275,5,5,00
147,275,6,12,19
4,275,1,93,51
4,275,2,2,00
4,275,3,84,37
4,275,4,76,88
4,275,5,16,00
4,275,6,15,85
111,275,1,85,14
111,275,2,3,00
111,275,3,84,97
111,275,4,75,34
111,275,5,7,00
111,275,6,18,85
118,275,1,85,47
118,275,2,1,00
118,275,3,84,88
118,275,4,75,07
129,95,4,75,00
118,275,5,8,00
118,275,6,17,67
137,275,1,94,67
137,275,2,1,00
137,275,3,84,82
137,275,4,76,58
137,275,5,18,00
137,275,6,12,26
7,275,1,85,70
7,275,2,3,00
7,275,3,82,55
7,275,4,79,96
7,275,5,9,00
7,275,6,5,93
70,275,1,83,16
70,275,2,3,00
70,275,3,80,87
70,275,4,76,38
70,275,5,3,00
70,275,6,18,21
172,275,1,82,91
172,275,2,2,00
172,275,3,80,63
172,275,4,78,91
172,275,5,2,00
172,275,6,13,19
180,95,1,96,90
153,275,1,84,60
153,275,2,1,00
153,275,3,82,42
180,95,5,17,00
180,95,6,14,90
153,275,4,75,41
153,275,5,6,00
153,275,6,10,94
187,275,1,86,29
187,275,2,1,00
187,275,3,80,10
187,275,4,77,21
187,275,5,11,00
187,275,6,15,41
166,275,1,92,00
166,275,2,3,00
164,93,6,15,70
166,275,3,81,41
166,275,4,76,57
166,275,5,14,00
166,275,6,8,39
164,275,1,89,63
164,275,2,1,00
164,275,3,82,05
164,275,4,75,97
164,275,5,13,00
164,275,6,5,25
107,276,1,83,15
107,276,2,3,00
107,276,3,81,49
107,276,4,79,01
107,276,5,4,00
107,276,6,6,00
131,276,1,83,66
131,276,2,3,00
131,276,3,81,99
131,276,4,77,23
131,276,5,5,00
131,276,6,9,63
59,276,1,94,99
59,276,2,3,00
59,276,3,83,86
59,276,4,76,19
59,276,5,18,00
59,276,6,17,14
21,276,1,82,83
21,276,2,2,00
21,276,3,84,43
21,276,4,75,43
21,276,5,3,00
21,276,6,15,28
141,276,1,94,24
141,276,2,2,00
141,276,3,83,70
141,276,4,79,74
141,276,5,16,00
141,276,6,14,08
21,276,1,96,49
21,276,2,1,00
21,276,3,80,40
21,276,4,78,58
21,276,5,19,00
21,276,6,14,47
158,276,1,80,56
158,276,2,1,00
158,276,3,80,57
158,276,4,79,79
158,276,5,1,00
158,276,6,6,16
152,276,1,94,31
152,276,2,3,00
152,276,3,81,09
152,276,4,77,08
152,276,5,17,00
152,276,6,10,97
166,276,1,93,47
166,276,2,2,00
166,276,3,82,33
166,276,4,77,68
166,276,5,14,00
166,276,6,10,25
121,276,1,87,83
121,276,2,3,00
121,276,3,81,05
121,276,4,78,16
121,276,5,11,00
121,276,6,16,56
139,276,1,87,04
139,276,2,2,00
139,276,3,82,59
139,276,4,79,97
139,276,5,8,00
139,276,6,5,41
80,276,1,86,80
80,276,2,2,00
80,276,3,83,76
80,276,4,76,81
80,276,5,7,00
155,93,4,78,80
80,276,6,5,98
110,276,1,87,10
110,276,2,2,00
110,276,3,82,00
110,276,4,77,66
110,276,5,9,00
110,276,6,13,71
160,276,1,82,51
160,276,2,1,00
160,276,3,81,65
160,276,4,76,17
160,276,5,2,00
160,276,6,10,99
139,276,1,98,61
139,276,2,2,00
139,276,3,84,31
139,276,4,77,75
139,276,5,20,00
139,276,6,18,98
81,276,1,93,89
81,276,2,3,00
81,276,3,82,00
81,276,4,75,14
81,276,5,15,00
81,276,6,17,23
150,276,1,93,32
150,276,2,3,00
150,276,3,84,60
124,92,3,83,40
150,276,4,79,03
150,276,5,13,00
150,276,6,11,55
30,276,1,87,22
30,276,2,3,00
30,276,3,82,36
30,276,4,79,41
30,276,5,10,00
30,276,6,19,14
95,279,5,15,00
95,279,6,5,73
1,279,1,84,74
1,279,2,1,00
1,279,3,83,11
1,279,4,79,24
1,279,5,5,00
1,279,6,18,30
111,279,1,91,84
111,279,2,2,00
111,279,3,84,87
111,279,4,79,31
111,279,5,11,00
111,279,6,6,10
190,279,1,95,15
190,279,2,3,00
190,279,3,81,44
190,279,4,75,10
190,279,5,16,00
190,279,6,19,95
154,279,1,84,57
154,279,2,2,00
154,279,3,84,69
154,279,4,77,47
154,279,5,4,00
154,279,6,11,12
178,279,1,88,44
178,279,2,1,00
178,279,3,84,13
178,279,4,77,85
178,279,5,8,00
178,279,6,18,37
120,279,1,87,85
120,279,2,2,00
120,279,3,81,64
120,279,4,78,38
120,279,5,7,00
120,279,6,13,09
41,279,1,94,05
41,279,2,3,00
41,279,3,84,41
41,279,4,77,02
41,279,5,14,00
41,279,6,13,58
150,279,1,86,30
150,279,2,1,00
150,279,3,82,68
150,279,4,79,19
150,279,5,6,00
150,279,6,15,82
25,279,1,99,10
25,279,2,3,00
25,279,3,82,88
25,279,4,79,43
25,279,5,19,00
25,279,6,17,98
155,279,1,98,93
155,279,2,1,00
155,279,3,83,49
155,279,4,77,68
155,279,5,18,00
155,279,6,19,11
85,279,1,82,91
85,279,2,2,00
85,279,3,82,06
85,279,4,76,94
85,279,5,3,00
85,279,6,9,84
179,279,1,80,35
179,279,2,3,00
179,279,3,83,35
179,279,4,75,25
179,279,5,1,00
179,279,6,13,18
157,279,1,95,86
157,279,2,3,00
157,279,3,84,84
157,279,4,78,29
157,279,5,17,00
157,279,6,7,34
100,279,1,99,17
100,279,2,3,00
100,279,3,80,58
100,279,4,76,29
100,279,5,20,00
100,279,6,16,76
30,279,1,88,58
30,279,2,2,00
30,279,3,80,11
30,279,4,79,83
30,279,5,9,00
30,279,6,11,09
38,279,1,90,76
38,279,2,1,00
38,279,3,84,99
38,279,4,75,29
38,279,5,10,00
38,279,6,17,96
77,280,1,91,43
77,280,2,2,00
77,280,3,82,39
77,280,4,76,58
77,280,5,14,00
77,280,6,10,62
65,280,1,91,33
65,280,2,1,00
65,280,3,80,58
65,280,4,75,91
65,280,5,13,00
111,94,2,2,00
65,280,6,17,13
112,280,1,82,40
112,280,2,1,00
112,280,3,80,33
112,280,4,75,35
112,280,5,7,00
112,280,6,10,29
181,280,1,98,15
181,280,2,3,00
181,280,3,83,96
181,280,4,75,92
181,280,5,18,00
181,280,6,18,11
99,280,1,90,13
99,280,2,3,00
99,280,3,83,80
99,280,4,76,62
99,280,5,11,00
117,94,3,83,60
99,280,6,7,63
140,280,1,81,69
140,280,2,3,00
140,280,3,81,83
140,280,4,75,12
140,280,5,4,00
140,280,6,10,58
119,280,1,99,53
119,280,2,2,00
119,280,3,82,46
119,280,4,75,98
119,280,5,20,00
119,280,6,9,22
76,280,1,81,76
76,280,2,2,00
76,280,3,84,86
76,280,4,77,88
76,280,5,5,00
76,280,6,9,01
78,280,1,99,04
78,280,2,3,00
78,280,3,80,83
78,280,4,78,38
78,280,5,19,00
78,280,6,14,26
61,280,1,93,85
61,280,2,1,00
61,280,3,81,37
61,280,4,75,23
61,280,5,17,00
61,280,6,19,17
90,280,1,92,11
90,280,2,1,00
135,94,1,81,70
90,280,3,81,16
90,280,4,77,08
90,280,5,16,00
90,280,6,10,30
104,280,1,81,22
104,280,2,3,00
104,280,3,81,40
104,280,4,75,51
104,280,5,2,00
104,280,6,8,30
192,280,1,81,65
192,280,2,1,00
192,280,3,84,66
192,280,4,75,28
192,280,5,3,00
192,280,6,13,82
133,280,1,82,74
133,280,2,3,00
133,280,3,80,05
133,280,4,77,64
133,280,5,8,00
133,280,6,14,81
53,280,1,90,02
53,280,2,3,00
53,280,3,82,83
53,280,4,77,96
53,280,5,10,00
53,280,6,18,31
86,280,1,82,12
86,280,2,1,00
86,280,3,80,85
86,280,4,78,67
86,280,5,6,00
86,280,6,16,90
175,280,1,91,56
175,280,2,3,00
175,280,3,80,38
175,280,4,78,58
175,280,5,15,00
175,280,6,19,13
174,280,1,80,03
174,280,2,3,00
174,280,3,82,10
174,280,4,75,10
174,280,5,1,00
174,280,6,13,34
98,280,1,85,36
98,280,2,1,00
98,280,3,82,64
98,280,4,77,61
98,280,5,9,00
98,280,6,10,95
16,280,1,90,49
16,280,2,2,00
16,280,3,84,76
16,280,4,77,94
16,280,5,12,00
16,280,6,16,48
184,281,1,92,32
184,281,2,1,00
184,281,3,84,78
184,281,4,77,69
184,281,5,11,00
184,281,6,16,83
157,281,1,93,45
157,281,2,1,00
157,281,3,84,96
157,281,4,78,11
157,281,5,12,00
157,281,6,12,88
21,281,1,81,56
21,281,2,3,00
21,281,3,82,34
21,281,4,77,20
21,281,5,2,00
21,281,6,16,76
189,281,1,86,95
189,281,2,1,00
189,281,3,82,74
189,281,4,77,55
189,281,5,5,00
189,281,6,10,83
187,281,1,82,14
187,281,2,1,00
187,281,3,84,15
187,281,4,78,08
187,281,5,3,00
187,281,6,19,89
125,281,1,96,88
125,281,2,3,00
125,281,3,80,63
125,281,4,79,28
3,93,4,76,00
125,281,5,15,00
155,93,3,84,70
79,92,5,3,00
151,92,3,84,70
129,92,5,8,00
86,97,1,86,20
86,97,2,1,00
86,97,6,9,80
10,97,2,1,00
10,97,3,82,70
40,97,3,83,20
161,97,5,9,00
161,97,6,19,10
126,97,5,18,00
162,97,1,83,10
162,97,2,2,00
162,97,3,83,80
178,97,4,77,80
55,97,3,84,50
105,97,1,82,80
21,97,5,19,00
21,97,6,17,40
124,95,3,83,90
143,95,6,13,50
26,95,2,2,00
72,95,6,15,80
107,95,1,81,30
78,93,6,14,80
3,93,3,84,00
186,93,6,19,90
191,93,3,80,10
46,93,4,77,00
49,92,6,8,00
15,92,4,76,60
166,92,1,89,00
175,94,4,78,00
124,94,2,2,00
117,94,2,2,00
101,94,3,81,70
28,94,5,8,00
174,94,1,90,30
174,94,2,2,00
94,92,5,14,00
96,92,6,7,50
184,92,1,91,20
82,96,3,80,90
145,96,5,1,00
24,96,1,90,10
46,96,4,79,20
46,96,5,11,00
164,96,5,14,00
164,96,6,8,60
24,96,2,1,00
22,96,1,91,10
22,96,2,3,00
22,96,6,17,30
77,96,5,3,00
116,96,2,1,00
116,96,6,13,60
143,96,3,84,60
35,96,4,78,10
171,95,1,80,60
171,95,3,81,50
124,95,2,1,00
26,95,1,87,20
26,95,6,19,30
159,95,1,91,00
159,95,3,81,90
176,95,1,88,30
128,95,4,77,00
179,95,6,9,20
45,93,2,2,00
164,93,5,11,00
78,93,2,3,00
3,93,2,1,00
21,93,2,1,00
21,93,4,77,10
127,93,3,84,70
46,93,1,90,90
124,92,1,85,40
120,92,1,80,80
166,92,3,82,30
175,94,3,83,10
124,94,1,90,50
101,94,1,80,70
161,94,3,81,00
161,94,5,19,00
174,94,3,82,20
127,94,1,82,90
127,94,3,85,00
14,94,1,83,20
14,94,3,80,00
44,94,4,78,50
191,94,1,93,20
45,93,1,86,30
45,93,3,82,10
78,93,1,85,80
78,93,3,84,00
3,93,6,17,00
200,93,2,1,00
146,93,2,3,00
191,93,2,2,00
127,93,1,80,70
127,93,2,1,00
73,93,6,5,60
46,93,2,2,00
124,92,2,2,00
180,92,2,2,00
89,92,1,99,10
89,92,2,3,00
10,97,1,91,20
40,97,1,97,30
161,97,1,89,00
161,97,3,82,90
195,97,3,82,60
162,97,6,8,30
48,97,2,1,00
48,97,3,83,50
114,97,1,83,10
135,97,1,89,90
55,97,4,77,60
125,97,2,3,00
105,97,3,80,50
45,97,3,82,90
132,95,1,92,40
117,95,1,84,60
117,95,2,2,00
156,95,2,2,00
14,123,2,1,00
14,123,3,82,00
14,123,4,75,47
14,123,5,2,00
14,123,6,6,07
198,123,1,94,90
198,123,2,3,00
198,123,3,82,90
198,123,4,77,58
198,123,5,13,00
198,123,6,8,41
156,123,1,88,15
72,95,4,76,70
156,123,2,2,00
156,123,3,80,05
156,123,4,78,79
156,123,5,8,00
156,123,6,15,78
193,123,1,91,53
193,123,2,2,00
159,95,6,7,20
193,123,3,83,68
193,123,4,79,29
193,123,5,11,00
193,123,6,11,16
7,123,1,98,55
7,123,2,2,00
7,123,3,84,82
7,123,4,79,14
7,123,5,16,00
7,123,6,13,95
107,95,5,4,00
196,123,1,99,93
196,123,2,1,00
196,123,3,83,93
196,123,4,77,87
196,123,5,20,00
196,123,6,9,53
45,123,1,99,32
45,123,2,3,00
45,123,3,80,70
45,123,4,77,43
45,123,5,18,00
45,123,6,12,37
164,123,1,87,35
164,123,2,1,00
164,123,3,80,13
164,123,4,76,30
164,123,5,7,00
164,123,6,7,15
21,123,1,96,47
21,123,2,2,00
21,123,3,84,03
21,123,4,75,93
21,123,5,14,00
21,123,6,12,80
167,123,1,85,34
167,123,2,1,00
167,123,3,80,41
167,123,4,76,04
167,123,5,4,00
167,123,6,7,96
125,123,1,93,18
125,123,2,3,00
125,123,3,81,23
125,123,4,76,38
125,123,5,12,00
125,123,6,19,86
152,123,1,84,58
152,123,2,3,00
152,123,3,83,22
152,123,4,75,02
152,123,5,3,00
152,123,6,6,22
171,123,1,99,54
171,123,2,1,00
171,123,3,81,73
171,123,4,76,96
171,123,5,19,00
171,123,6,18,73
110,123,1,89,80
110,123,2,2,00
110,123,3,82,02
110,123,4,78,18
110,123,5,9,00
110,123,6,6,38
13,123,1,97,92
13,123,2,1,00
13,123,3,82,97
13,123,4,78,40
13,123,5,15,00
13,123,6,11,69
191,123,1,86,82
191,123,2,2,00
191,123,3,84,14
191,123,4,76,26
191,123,5,6,00
191,123,6,7,68
89,123,1,80,36
89,123,2,2,00
89,123,3,84,86
89,123,4,77,29
89,123,5,1,00
89,123,6,8,06
189,123,1,86,74
189,123,2,3,00
189,123,3,84,85
189,123,4,77,64
189,123,5,5,00
189,123,6,11,71
41,124,1,98,16
41,124,2,1,00
41,124,3,82,70
41,124,4,79,92
41,124,5,19,00
41,124,6,12,68
18,124,1,80,32
18,124,2,2,00
18,124,3,80,39
18,124,4,75,60
18,124,5,1,00
18,124,6,16,13
143,124,1,97,58
143,124,2,3,00
143,124,3,84,74
143,124,4,77,23
143,124,5,18,00
143,124,6,18,01
38,124,1,90,72
38,124,2,1,00
38,124,3,83,63
38,124,4,78,68
38,124,5,11,00
38,124,6,19,96
200,124,1,97,21
200,124,2,1,00
200,124,3,83,05
200,124,4,79,27
200,124,5,17,00
200,124,6,16,22
78,124,1,87,52
78,124,2,3,00
78,124,3,81,17
78,124,4,78,09
78,124,5,8,00
78,124,6,8,67
60,124,1,92,49
60,124,2,3,00
60,124,3,80,05
60,124,4,76,79
60,124,5,13,00
60,124,6,7,76
28,124,1,89,44
28,124,2,2,00
28,124,3,80,23
28,124,4,79,63
28,124,5,10,00
28,124,6,18,18
9,124,1,82,94
9,124,2,2,00
9,124,3,84,63
9,124,4,77,31
9,124,5,3,00
9,124,6,6,65
44,124,1,91,24
44,124,2,2,00
44,124,3,83,84
44,124,4,76,35
44,124,5,12,00
44,124,6,10,53
47,124,1,87,18
47,124,2,1,00
47,124,3,80,89
47,124,4,75,28
47,124,5,7,00
47,124,6,12,40
58,124,1,95,88
58,124,2,3,00
58,124,3,84,99
58,124,4,77,42
58,124,5,16,00
58,124,6,14,82
52,124,1,99,60
52,124,2,3,00
69,93,2,1,00
52,124,3,80,07
52,124,4,78,11
52,124,5,20,00
52,124,6,10,82
187,124,1,88,51
187,124,2,3,00
187,124,3,84,04
187,124,4,75,95
187,124,5,9,00
187,124,6,16,16
154,124,1,83,19
154,124,2,2,00
154,124,3,80,61
154,124,4,76,57
154,124,5,4,00
154,124,6,15,08
123,92,1,96,70
123,92,2,3,00
146,124,1,94,85
146,124,2,3,00
146,124,3,80,39
146,124,4,78,97
146,124,5,14,00
146,124,6,7,14
144,124,1,86,75
144,124,2,2,00
144,124,3,84,73
144,124,4,76,72
144,124,5,6,00
144,124,6,10,99
52,124,1,82,42
52,124,2,3,00
52,124,3,80,15
52,124,4,75,90
52,124,5,2,00
52,124,6,13,81
106,124,1,95,88
106,124,2,2,00
106,124,3,83,91
106,124,4,76,45
106,124,5,15,00
106,124,6,13,20
136,124,1,84,87
136,124,2,1,00
136,124,3,83,34
136,124,4,75,14
136,124,5,5,00
136,124,6,10,45
113,125,1,86,62
113,125,2,1,00
113,125,3,81,01
113,125,4,76,46
113,125,5,6,00
113,125,6,14,82
128,125,1,92,53
128,125,2,3,00
128,125,3,80,78
128,125,4,79,17
128,125,5,14,00
128,125,6,10,29
104,125,1,89,94
104,125,2,2,00
104,125,3,80,25
104,125,4,76,24
104,125,5,11,00
104,125,6,16,70
32,125,1,98,48
32,125,2,1,00
32,125,3,84,50
32,125,4,76,82
32,125,5,19,00
32,125,6,7,40
114,143,1,82,71
114,143,2,3,00
114,143,3,81,70
114,143,4,77,36
114,143,5,4,00
114,143,6,19,39
38,143,1,82,41
38,143,2,1,00
38,143,3,82,44
38,143,4,76,99
38,143,5,2,00
38,143,6,14,02
159,143,1,88,78
159,143,2,1,00
159,143,3,81,35
159,143,4,76,18
159,143,5,13,00
159,143,6,8,94
107,143,1,87,80
107,143,2,3,00
107,143,3,83,57
107,143,4,77,10
107,143,5,8,00
107,143,6,9,36
130,143,1,84,36
130,143,2,1,00
130,143,3,82,53
130,143,4,76,42
130,143,5,5,00
130,143,6,9,99
190,143,1,96,12
190,143,2,1,00
190,143,3,82,83
190,143,4,75,61
190,143,5,18,00
190,143,6,18,43
137,143,1,99,83
137,143,2,2,00
137,143,3,80,39
137,143,4,77,96
137,143,5,20,00
137,143,6,5,86
198,144,1,91,78
198,144,2,3,00
198,144,3,82,67
198,144,4,77,12
198,144,5,14,00
198,144,6,7,96
154,144,1,96,00
154,144,2,3,00
154,144,3,80,07
154,144,4,76,88
154,144,5,16,00
154,144,6,7,12
12,144,1,89,52
12,144,2,1,00
12,144,3,81,36
12,144,4,79,88
12,144,5,13,00
12,144,6,12,99
111,94,3,83,50
104,144,1,99,76
104,144,2,1,00
104,144,3,83,21
104,144,4,79,60
175,94,2,1,00
104,144,5,20,00
104,144,6,16,83
50,144,1,97,36
50,144,2,3,00
50,144,3,81,78
50,144,4,76,90
124,94,3,81,20
50,144,5,18,00
50,144,6,7,43
93,144,1,87,63
93,144,2,3,00
93,144,3,81,30
93,144,4,76,90
93,144,5,8,00
93,144,6,19,35
82,144,1,87,92
62,94,1,96,90
82,144,2,1,00
82,144,3,80,45
82,144,4,77,98
82,144,5,9,00
82,144,6,6,07
2,94,1,81,80
2,94,2,3,00
133,144,1,92,59
133,144,2,1,00
133,144,3,84,84
133,144,4,78,18
133,144,5,15,00
101,94,2,2,00
133,144,6,16,14
85,144,1,89,30
85,144,2,2,00
85,144,3,81,32
85,144,4,76,98
85,144,5,11,00
85,144,6,12,25
57,144,1,87,55
